chr	start	end	arm	locus
257	2	28001	28100	p	2:28001-28100
258	2	28501	28600	p	2:28501-28600
259	2	29001	29100	p	2:29001-29100
260	2	29501	29600	p	2:29501-29600
261	2	30001	30100	p	2:30001-30100
262	2	30501	30600	p	2:30501-30600
263	2	31001	31100	p	2:31001-31100
264	2	31501	31600	p	2:31501-31600
265	2	32001	32100	p	2:32001-32100
266	2	32501	32600	p	2:32501-32600
267	2	33001	33100	p	2:33001-33100
268	2	33501	33600	p	2:33501-33600
269	2	34001	34100	p	2:34001-34100
270	2	34501	34600	p	2:34501-34600
271	2	35001	35100	p	2:35001-35100
272	2	35501	35600	p	2:35501-35600
273	2	36001	36100	p	2:36001-36100
274	2	36501	36600	p	2:36501-36600
275	2	37001	37100	p	2:37001-37100
276	2	37501	37600	p	2:37501-37600
277	2	38001	38100	p	2:38001-38100
278	2	38501	38600	p	2:38501-38600
279	2	39001	39100	p	2:39001-39100
280	2	39501	39600	p	2:39501-39600
281	2	40001	40100	p	2:40001-40100
282	2	40501	40600	p	2:40501-40600
283	2	41001	41100	p	2:41001-41100
284	2	41501	41600	p	2:41501-41600
285	2	42001	42100	p	2:42001-42100
286	2	42501	42600	p	2:42501-42600
287	2	43001	43100	p	2:43001-43100
288	2	43501	43600	p	2:43501-43600
289	2	44001	44100	p	2:44001-44100
290	2	44501	44600	p	2:44501-44600
291	2	45001	45100	p	2:45001-45100
292	2	45501	45600	p	2:45501-45600
293	2	46001	46100	p	2:46001-46100
294	2	46501	46600	p	2:46501-46600
295	2	47001	47100	p	2:47001-47100
296	2	47501	47600	p	2:47501-47600
297	2	48001	48100	p	2:48001-48100
298	2	48501	48600	p	2:48501-48600
299	2	49001	49100	p	2:49001-49100
300	2	49501	49600	p	2:49501-49600
301	2	50001	50100	q	2:50001-50100
302	2	50501	50600	q	2:50501-50600
303	2	51001	51100	q	2:51001-51100
304	2	51501	51600	q	2:51501-51600
305	2	52001	52100	q	2:52001-52100
306	2	52501	52600	q	2:52501-52600
307	2	53001	53100	q	2:53001-53100
308	2	53501	53600	q	2:53501-53600
309	2	54001	54100	q	2:54001-54100
310	2	54501	54600	q	2:54501-54600
311	2	55001	55100	q	2:55001-55100
312	2	55501	55600	q	2:55501-55600
313	2	56001	56100	q	2:56001-56100
314	2	56501	56600	q	2:56501-56600
315	2	57001	57100	q	2:57001-57100
316	2	57501	57600	q	2:57501-57600
317	2	58001	58100	q	2:58001-58100
318	2	58501	58600	q	2:58501-58600
319	2	59001	59100	q	2:59001-59100
320	2	59501	59600	q	2:59501-59600
321	2	60001	60100	q	2:60001-60100
322	2	60501	60600	q	2:60501-60600
323	2	61001	61100	q	2:61001-61100
324	2	61501	61600	q	2:61501-61600
325	2	62001	62100	q	2:62001-62100
326	2	62501	62600	q	2:62501-62600
327	2	63001	63100	q	2:63001-63100
328	2	63501	63600	q	2:63501-63600
329	2	64001	64100	q	2:64001-64100
330	2	64501	64600	q	2:64501-64600
331	2	65001	65100	q	2:65001-65100
332	2	65501	65600	q	2:65501-65600
333	2	66001	66100	q	2:66001-66100
334	2	66501	66600	q	2:66501-66600
335	2	67001	67100	q	2:67001-67100
336	2	67501	67600	q	2:67501-67600
337	2	68001	68100	q	2:68001-68100
338	2	68501	68600	q	2:68501-68600
339	2	69001	69100	q	2:69001-69100
340	2	69501	69600	q	2:69501-69600
341	2	70001	70100	q	2:70001-70100
342	2	70501	70600	q	2:70501-70600
343	2	71001	71100	q	2:71001-71100
344	2	71501	71600	q	2:71501-71600
345	2	72001	72100	q	2:72001-72100
346	2	72501	72600	q	2:72501-72600
347	2	73001	73100	q	2:73001-73100
348	2	73501	73600	q	2:73501-73600
349	2	74001	74100	q	2:74001-74100
350	2	74501	74600	q	2:74501-74600
351	2	75001	75100	q	2:75001-75100
352	2	75501	75600	q	2:75501-75600
353	2	76001	76100	q	2:76001-76100
354	2	76501	76600	q	2:76501-76600
355	2	77001	77100	q	2:77001-77100
356	2	77501	77600	q	2:77501-77600
357	2	78001	78100	q	2:78001-78100
358	2	78501	78600	q	2:78501-78600
359	2	79001	79100	q	2:79001-79100
360	2	79501	79600	q	2:79501-79600
361	2	80001	80100	q	2:80001-80100
362	2	80501	80600	q	2:80501-80600
363	2	81001	81100	q	2:81001-81100
364	2	81501	81600	q	2:81501-81600
365	2	82001	82100	q	2:82001-82100
366	2	82501	82600	q	2:82501-82600
367	2	83001	83100	q	2:83001-83100
368	2	83501	83600	q	2:83501-83600
369	2	84001	84100	q	2:84001-84100
370	2	84501	84600	q	2:84501-84600
371	2	85001	85100	q	2:85001-85100
372	2	85501	85600	q	2:85501-85600
373	2	86001	86100	q	2:86001-86100
374	2	86501	86600	q	2:86501-86600
375	2	87001	87100	q	2:87001-87100
376	2	87501	87600	q	2:87501-87600
377	2	88001	88100	q	2:88001-88100
378	2	88501	88600	q	2:88501-88600
379	2	89001	89100	q	2:89001-89100
380	2	89501	89600	q	2:89501-89600
381	2	90001	90100	q	2:90001-90100
382	2	90501	90600	q	2:90501-90600
383	2	91001	91100	q	2:91001-91100
384	2	91501	91600	q	2:91501-91600
385	2	92001	92100	q	2:92001-92100
386	2	92501	92600	q	2:92501-92600
387	2	93001	93100	q	2:93001-93100
388	2	93501	93600	q	2:93501-93600
389	2	94001	94100	q	2:94001-94100
390	2	94501	94600	q	2:94501-94600
391	2	95001	95100	q	2:95001-95100
392	2	95501	95600	q	2:95501-95600
393	2	96001	96100	q	2:96001-96100
394	2	96501	96600	q	2:96501-96600
395	2	97001	97100	q	2:97001-97100
396	2	97501	97600	q	2:97501-97600
397	2	98001	98100	q	2:98001-98100
398	2	98501	98600	q	2:98501-98600
399	2	99001	99100	q	2:99001-99100
400	2	99501	99600	q	2:99501-99600
401	3	1	100	p	3:1-100
402	3	501	600	p	3:501-600
403	3	1001	1100	p	3:1001-1100
404	3	1501	1600	p	3:1501-1600
405	3	2001	2100	p	3:2001-2100
406	3	2501	2600	p	3:2501-2600
407	3	3001	3100	p	3:3001-3100
408	3	3501	3600	p	3:3501-3600
409	3	4001	4100	p	3:4001-4100
410	3	4501	4600	p	3:4501-4600
411	3	5001	5100	p	3:5001-5100
412	3	5501	5600	p	3:5501-5600
413	3	6001	6100	p	3:6001-6100
414	3	6501	6600	p	3:6501-6600
415	3	7001	7100	p	3:7001-7100
416	3	7501	7600	p	3:7501-7600
417	3	8001	8100	p	3:8001-8100
418	3	8501	8600	p	3:8501-8600
419	3	9001	9100	p	3:9001-9100
420	3	9501	9600	p	3:9501-9600
421	3	10001	10100	p	3:10001-10100
422	3	10501	10600	p	3:10501-10600
423	3	11001	11100	p	3:11001-11100
424	3	11501	11600	p	3:11501-11600
425	3	12001	12100	p	3:12001-12100
426	3	12501	12600	p	3:12501-12600
427	3	13001	13100	p	3:13001-13100
428	3	13501	13600	p	3:13501-13600
429	3	14001	14100	p	3:14001-14100
430	3	14501	14600	p	3:14501-14600
431	3	15001	15100	p	3:15001-15100
432	3	15501	15600	p	3:15501-15600
433	3	16001	16100	p	3:16001-16100
434	3	16501	16600	p	3:16501-16600
435	3	17001	17100	p	3:17001-17100
436	3	17501	17600	p	3:17501-17600
437	3	18001	18100	p	3:18001-18100
438	3	18501	18600	p	3:18501-18600
439	3	19001	19100	p	3:19001-19100
440	3	19501	19600	p	3:19501-19600
441	3	20001	20100	p	3:20001-20100
442	3	20501	20600	p	3:20501-20600
443	3	21001	21100	p	3:21001-21100
444	3	21501	21600	p	3:21501-21600
445	3	22001	22100	p	3:22001-22100
446	3	22501	22600	p	3:22501-22600
447	3	23001	23100	p	3:23001-23100
448	3	23501	23600	p	3:23501-23600
449	3	24001	24100	p	3:24001-24100
450	3	24501	24600	p	3:24501-24600
451	3	25001	25100	p	3:25001-25100
452	3	25501	25600	p	3:25501-25600
453	3	26001	26100	p	3:26001-26100
454	3	26501	26600	p	3:26501-26600
455	3	27001	27100	p	3:27001-27100
456	3	27501	27600	p	3:27501-27600
457	3	28001	28100	p	3:28001-28100
458	3	28501	28600	p	3:28501-28600
459	3	29001	29100	p	3:29001-29100
460	3	29501	29600	p	3:29501-29600
461	3	30001	30100	p	3:30001-30100
462	3	30501	30600	p	3:30501-30600
463	3	31001	31100	p	3:31001-31100
464	3	31501	31600	p	3:31501-31600
465	3	32001	32100	p	3:32001-32100
466	3	32501	32600	p	3:32501-32600
467	3	33001	33100	p	3:33001-33100
468	3	33501	33600	p	3:33501-33600
469	3	34001	34100	p	3:34001-34100
470	3	34501	34600	p	3:34501-34600
471	3	35001	35100	p	3:35001-35100
472	3	35501	35600	p	3:35501-35600
473	3	36001	36100	p	3:36001-36100
474	3	36501	36600	p	3:36501-36600
475	3	37001	37100	p	3:37001-37100
476	3	37501	37600	p	3:37501-37600
477	3	38001	38100	p	3:38001-38100
478	3	38501	38600	p	3:38501-38600
479	3	39001	39100	p	3:39001-39100
480	3	39501	39600	p	3:39501-39600
481	3	40001	40100	p	3:40001-40100
482	3	40501	40600	p	3:40501-40600
483	3	41001	41100	p	3:41001-41100
484	3	41501	41600	p	3:41501-41600
485	3	42001	42100	p	3:42001-42100
486	3	42501	42600	p	3:42501-42600
487	3	43001	43100	p	3:43001-43100
488	3	43501	43600	p	3:43501-43600
489	3	44001	44100	p	3:44001-44100
490	3	44501	44600	p	3:44501-44600
491	3	45001	45100	p	3:45001-45100
492	3	45501	45600	p	3:45501-45600
493	3	46001	46100	p	3:46001-46100
494	3	46501	46600	p	3:46501-46600
495	3	47001	47100	p	3:47001-47100
496	3	47501	47600	p	3:47501-47600
497	3	48001	48100	p	3:48001-48100
498	3	48501	48600	p	3:48501-48600
499	3	49001	49100	p	3:49001-49100
500	3	49501	49600	p	3:49501-49600
501	3	50001	50100	q	3:50001-50100
502	3	50501	50600	q	3:50501-50600
503	3	51001	51100	q	3:51001-51100
504	3	51501	51600	q	3:51501-51600
505	3	52001	52100	q	3:52001-52100
506	3	52501	52600	q	3:52501-52600
507	3	53001	53100	q	3:53001-53100
508	3	53501	53600	q	3:53501-53600
509	3	54001	54100	q	3:54001-54100
510	3	54501	54600	q	3:54501-54600
511	3	55001	55100	q	3:55001-55100
512	3	55501	55600	q	3:55501-55600
513	3	56001	56100	q	3:56001-56100
514	3	56501	56600	q	3:56501-56600
515	3	57001	57100	q	3:57001-57100
516	3	57501	57600	q	3:57501-57600
517	3	58001	58100	q	3:58001-58100
518	3	58501	58600	q	3:58501-58600
519	3	59001	59100	q	3:59001-59100
520	3	59501	59600	q	3:59501-59600
521	3	60001	60100	q	3:60001-60100
522	3	60501	60600	q	3:60501-60600
523	3	61001	61100	q	3:61001-61100
524	3	61501	61600	q	3:61501-61600
525	3	62001	62100	q	3:62001-62100
526	3	62501	62600	q	3:62501-62600
527	3	63001	63100	q	3:63001-63100
528	3	63501	63600	q	3:63501-63600
529	3	64001	64100	q	3:64001-64100
530	3	64501	64600	q	3:64501-64600
531	3	65001	65100	q	3:65001-65100
532	3	65501	65600	q	3:65501-65600
533	3	66001	66100	q	3:66001-66100
534	3	66501	66600	q	3:66501-66600
535	3	67001	67100	q	3:67001-67100
536	3	67501	67600	q	3:67501-67600
537	3	68001	68100	q	3:68001-68100
538	3	68501	68600	q	3:68501-68600
539	3	69001	69100	q	3:69001-69100
540	3	69501	69600	q	3:69501-69600
541	3	70001	70100	q	3:70001-70100
542	3	70501	70600	q	3:70501-70600
543	3	71001	71100	q	3:71001-71100
544	3	71501	71600	q	3:71501-71600
545	3	72001	72100	q	3:72001-72100
546	3	72501	72600	q	3:72501-72600
547	3	73001	73100	q	3:73001-73100
548	3	73501	73600	q	3:73501-73600
549	3	74001	74100	q	3:74001-74100
550	3	74501	74600	q	3:74501-74600
551	3	75001	75100	q	3:75001-75100
552	3	75501	75600	q	3:75501-75600
553	3	76001	76100	q	3:76001-76100
554	3	76501	76600	q	3:76501-76600
555	3	77001	77100	q	3:77001-77100
556	3	77501	77600	q	3:77501-77600
557	3	78001	78100	q	3:78001-78100
558	3	78501	78600	q	3:78501-78600
559	3	79001	79100	q	3:79001-79100
560	3	79501	79600	q	3:79501-79600
561	3	80001	80100	q	3:80001-80100
562	3	80501	80600	q	3:80501-80600
563	3	81001	81100	q	3:81001-81100
564	3	81501	81600	q	3:81501-81600
565	3	82001	82100	q	3:82001-82100
566	3	82501	82600	q	3:82501-82600
567	3	83001	83100	q	3:83001-83100
568	3	83501	83600	q	3:83501-83600
569	3	84001	84100	q	3:84001-84100
570	3	84501	84600	q	3:84501-84600
571	3	85001	85100	q	3:85001-85100
572	3	85501	85600	q	3:85501-85600
573	3	86001	86100	q	3:86001-86100
574	3	86501	86600	q	3:86501-86600
575	3	87001	87100	q	3:87001-87100
576	3	87501	87600	q	3:87501-87600
577	3	88001	88100	q	3:88001-88100
578	3	88501	88600	q	3:88501-88600
579	3	89001	89100	q	3:89001-89100
580	3	89501	89600	q	3:89501-89600
581	3	90001	90100	q	3:90001-90100
582	3	90501	90600	q	3:90501-90600
583	3	91001	91100	q	3:91001-91100
584	3	91501	91600	q	3:91501-91600
585	3	92001	92100	q	3:92001-92100
586	3	92501	92600	q	3:92501-92600
587	3	93001	93100	q	3:93001-93100
588	3	93501	93600	q	3:93501-93600
589	3	94001	94100	q	3:94001-94100
590	3	94501	94600	q	3:94501-94600
591	3	95001	95100	q	3:95001-95100
592	3	95501	95600	q	3:95501-95600
593	3	96001	96100	q	3:96001-96100
594	3	96501	96600	q	3:96501-96600
595	3	97001	97100	q	3:97001-97100
596	3	97501	97600	q	3:97501-97600
597	3	98001	98100	q	3:98001-98100
598	3	98501	98600	q	3:98501-98600
599	3	99001	99100	q	3:99001-99100
600	3	99501	99600	q	3:99501-99600
601	4	1	100	p	4:1-100
602	4	501	600	p	4:501-600
603	4	1001	1100	p	4:1001-1100
604	4	1501	1600	p	4:1501-1600
605	4	2001	2100	p	4:2001-2100
606	4	2501	2600	p	4:2501-2600
607	4	3001	3100	p	4:3001-3100
608	4	3501	3600	p	4:3501-3600
609	4	4001	4100	p	4:4001-4100
610	4	4501	4600	p	4:4501-4600
611	4	5001	5100	p	4:5001-5100
612	4	5501	5600	p	4:5501-5600
613	4	6001	6100	p	4:6001-6100
614	4	6501	6600	p	4:6501-6600
615	4	7001	7100	p	4:7001-7100
616	4	7501	7600	p	4:7501-7600
617	4	8001	8100	p	4:8001-8100
618	4	8501	8600	p	4:8501-8600
619	4	9001	9100	p	4:9001-9100
620	4	9501	9600	p	4:9501-9600
621	4	10001	10100	p	4:10001-10100
622	4	10501	10600	p	4:10501-10600
623	4	11001	11100	p	4:11001-11100
624	4	11501	11600	p	4:11501-11600
625	4	12001	12100	p	4:12001-12100
626	4	12501	12600	p	4:12501-12600
627	4	13001	13100	p	4:13001-13100
628	4	13501	13600	p	4:13501-13600
629	4	14001	14100	p	4:14001-14100
630	4	14501	14600	p	4:14501-14600
631	4	15001	15100	p	4:15001-15100
632	4	15501	15600	p	4:15501-15600
633	4	16001	16100	p	4:16001-16100
634	4	16501	16600	p	4:16501-16600
635	4	17001	17100	p	4:17001-17100
636	4	17501	17600	p	4:17501-17600
637	4	18001	18100	p	4:18001-18100
638	4	18501	18600	p	4:18501-18600
639	4	19001	19100	p	4:19001-19100
640	4	19501	19600	p	4:19501-19600
641	4	20001	20100	p	4:20001-20100
642	4	20501	20600	p	4:20501-20600
643	4	21001	21100	p	4:21001-21100
644	4	21501	21600	p	4:21501-21600
645	4	22001	22100	p	4:22001-22100
646	4	22501	22600	p	4:22501-22600
647	4	23001	23100	p	4:23001-23100
648	4	23501	23600	p	4:23501-23600
649	4	24001	24100	p	4:24001-24100
650	4	24501	24600	p	4:24501-24600
651	4	25001	25100	p	4:25001-25100
652	4	25501	25600	p	4:25501-25600
653	4	26001	26100	p	4:26001-26100
654	4	26501	26600	p	4:26501-26600
655	4	27001	27100	p	4:27001-27100
656	4	27501	27600	p	4:27501-27600
657	4	28001	28100	p	4:28001-28100
658	4	28501	28600	p	4:28501-28600
659	4	29001	29100	p	4:29001-29100
660	4	29501	29600	p	4:29501-29600
661	4	30001	30100	p	4:30001-30100
662	4	30501	30600	p	4:30501-30600
663	4	31001	31100	p	4:31001-31100
664	4	31501	31600	p	4:31501-31600
665	4	32001	32100	p	4:32001-32100
666	4	32501	32600	p	4:32501-32600
667	4	33001	33100	p	4:33001-33100
668	4	33501	33600	p	4:33501-33600
669	4	34001	34100	p	4:34001-34100
670	4	34501	34600	p	4:34501-34600
671	4	35001	35100	p	4:35001-35100
672	4	35501	35600	p	4:35501-35600
673	4	36001	36100	p	4:36001-36100
674	4	36501	36600	p	4:36501-36600
675	4	37001	37100	p	4:37001-37100
676	4	37501	37600	p	4:37501-37600
677	4	38001	38100	p	4:38001-38100
678	4	38501	38600	p	4:38501-38600
679	4	39001	39100	p	4:39001-39100
680	4	39501	39600	p	4:39501-39600
681	4	40001	40100	p	4:40001-40100
682	4	40501	40600	p	4:40501-40600
683	4	41001	41100	p	4:41001-41100
684	4	41501	41600	p	4:41501-41600
685	4	42001	42100	p	4:42001-42100
686	4	42501	42600	p	4:42501-42600
687	4	43001	43100	p	4:43001-43100
688	4	43501	43600	p	4:43501-43600
689	4	44001	44100	p	4:44001-44100
690	4	44501	44600	p	4:44501-44600
691	4	45001	45100	p	4:45001-45100
692	4	45501	45600	p	4:45501-45600
693	4	46001	46100	p	4:46001-46100
694	4	46501	46600	p	4:46501-46600
695	4	47001	47100	p	4:47001-47100
696	4	47501	47600	p	4:47501-47600
697	4	48001	48100	p	4:48001-48100
698	4	48501	48600	p	4:48501-48600
699	4	49001	49100	p	4:49001-49100
700	4	49501	49600	p	4:49501-49600
